
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2009-08-07;21.250,21;2584626057344;21.478,33;2596970862100;21.553,49;2399749673648;20.620,56;215532844415;21.992,20;2904636661519
2009-08-08;21.250,21;2584626057344;21.478,33;2596970862100;21.553,49;2399749673648;20.620,56;215532844415;21.992,20;2904636661519
2009-08-09;21.250,21;2584626057344;21.478,33;2596970862100;21.553,49;2399749673648;20.620,56;215532844415;21.992,20;2904636661519
2009-08-10;21.237,72;2586362382726;21.469,64;2598792790259;21.542,79;2401848246013;20.598,41;215493571380;21.988,64;2906741989776
2009-08-11;21.298,53;2595842754202;21.519,19;2607290517643;21.616,50;2413420998500;20.642,35;216085182077;22.043,75;2916190800559
2009-08-12;21.197,73;2587618771190;21.415,16;2599056845321;21.525,66;2407605368751;20.550,13;215307896027;21.944,59;2905913303880
2009-08-13;21.155,39;2587938497743;21.385,78;2600404581420;21.494,51;2407721713103;20.513,62;215216139283;21.904,05;2904098622170
2009-08-14;21.324,76;2614946899728;21.555,33;2628299133261;21.646,54;2428806982332;20.663,33;217021949702;22.085,19;2931626622842
2009-08-15;21.324,76;2614946899728;21.555,33;2628299133261;21.646,54;2428806982332;20.663,33;217021949702;22.085,19;2931626622842
2009-08-16;21.324,76;2614946899728;21.555,33;2628299133261;21.646,54;2428806982332;20.663,33;217021949702;22.085,19;2931626622842
2009-08-17;21.323,08;2632149861976;21.558,94;2638348993241;21.648,21;2440747268505;20.649,26;213044649876;22.086,33;2944205456638
2009-08-18;20.940,52;2589343113274;21.199,95;2597207234883;21.255,40;2402138925489;20.305,05;213906607528;21.681,92;2894731104762
2009-08-19;20.995,84;2599468723594;21.235,44;2608246722385;21.327,36;2415445397164;20.353,93;214991147905;21.749,60;2907968806433
2009-08-20;20.967,13;2598391625616;21.217,25;2611085831831;21.298,44;2416026364679;20.323,49;215182472019;21.722,62;2906725669228
2009-08-21;21.101,57;2614969074253;21.339,40;2626648522908;21.408,08;2429639534956;20.451,51;216693254557;21.853,62;2925831327308
2009-08-22;21.101,57;2614969074253;21.339,40;2626648522908;21.408,08;2429639534956;20.451,51;216693254557;21.853,62;2925831327308
2009-08-23;21.101,57;2614969074253;21.339,40;2626648522908;21.408,08;2429639534956;20.451,51;216693254557;21.853,62;2925831327308
2009-08-24;21.226,78;2632127404969;21.452,29;2641872976319;21.510,44;2446754012643;20.555,10;218001199016;21.972,32;2942795307399
2009-08-25;21.390,70;2653824593600;21.629,55;2665445311590;21.673,40;2466779174382;20.698,60;220057532376;22.137,94;2965868323686
2009-08-26;21.387,86;2651931290399;21.632,73;2667299390718;21.679,68;2469711204152;20.690,16;220351302028;22.136,19;2966992203143
2009-08-27;21.339,45;2647079694529;21.568,02;2660989916190;21.641,98;2468684086946;20.635,95;219899515118;22.084,25;2960771810006
2009-08-28;21.289,35;2642610671137;21.510,72;2654977924345;21.599,87;2465372375659;20.577,98;219420438741;22.030,64;2955267228680
2009-08-29;21.289,35;2642610671137;21.510,72;2654977924345;21.599,87;2465372375659;20.577,98;219420438741;22.030,64;2955267228680
2009-08-30;21.289,35;2642610671137;21.510,72;2654977924345;21.599,87;2465372375659;20.577,98;219420438741;22.030,64;2955267228680
2009-08-31;21.313,48;2643502664737;21.547,95;2658037160016;21.617,43;2467584524863;20.596,74;219505857872;22.057,09;2960759553407
2009-09-01;21.171,24;2631540774321;21.417,45;2648400825793;21.483,39;2456771639501;20.466,53;213687804067;21.911,39;2945562787694
2009-09-02;21.014,95;2615666602904;21.307,01;2636198172539;21.324,74;2440782583524;20.348,66;212670350521;21.771,85;2925256785944
2009-09-03;20.934,84;2607038770926;21.207,93;2626793343616;21.259,16;2434754569059;20.261,66;216530403747;21.682,81;2914539339296
2009-09-04;21.071,98;2624939877362;21.321,91;2641918849141;21.392,01;2450766780203;20.381,23;217960469497;21.819,53;2934051826751
2009-09-05;21.071,98;2624939877362;21.321,91;2641918849141;21.392,01;2450766780203;20.381,23;217960469497;21.819,53;2934051826751
2009-09-06;21.071,98;2624939877362;21.321,91;2641918849141;21.392,01;2450766780203;20.381,23;217960469497;21.819,53;2934051826751
2009-09-07;21.306,56;2655270093563;21.527,81;2668971132167;21.629,81;2478457772589;20.587,66;220301922239;22.045,63;2965756180370
2009-09-08;21.423,12;2670912229846;21.660,51;2686878136963;21.736,69;2491072247668;20.705,04;221693221345;22.171,18;2984566852441
2009-09-09;21.634,95;2698753039979;21.849,80;2711693590857;21.955,20;2517069042196;20.895,67;223697378167;22.383,04;3014726999416
2009-09-10;21.735,33;2712968602604;21.965,62;2728398918904;22.047,58;2528812549058;20.989,45;225010625908;22.476,78;3028427165737
2009-09-11;21.884,89;2734055079115;22.099,95;2747293902525;22.191,16;2547395220721;21.112,38;226543030795;22.619,41;3047517183464
2009-09-12;21.884,89;2734055079115;22.099,95;2747293902525;22.191,16;2547395220721;21.112,38;226543030795;22.619,41;3047517183464
2009-09-13;21.884,89;2734055079115;22.099,95;2747293902525;22.191,16;2547395220721;21.112,38;226543030795;22.619,41;3047517183464
2009-09-14;21.943,33;2742942343506;22.155,62;2757630994623;22.240,51;2556042535296;21.177,31;227411860807;22.679,35;3061517665297
2009-09-15;21.917,25;2752313481136;22.109,79;2761349116486;22.215,43;2562929322440;21.129,44;222550164367;22.637,02;3058996272699
2009-09-16;22.051,52;2774567423638;22.221,71;2777843803014;22.334,50;2580421442751;21.239,11;229294975257;22.774,46;3078796701031
2009-09-17;22.269,47;2806586038682;22.403,67;2806060347025;22.529,98;2604129745525;21.422,50;231704323662;22.979,82;3109866511060
2009-09-18;22.269,47;2806586038682;22.403,67;2806060347025;22.529,98;2604129745525;21.422,50;231704323662;22.979,82;3109866511060
2009-09-19;22.269,47;2806586038682;22.403,67;2806060347025;22.529,98;2604129745525;21.422,50;231704323662;22.979,82;3109866511060
2009-09-20;22.269,47;2806586038682;22.403,67;2806060347025;22.529,98;2604129745525;21.422,50;231704323662;22.979,82;3109866511060
2009-09-21;22.347,74;2815366793543;22.501,71;2821083897684;22.624,80;2623406201737;21.509,96;232757650885;23.059,04;3128166835550
2009-09-22;22.251,94;2805182572113;22.401,37;2811443404785;22.517,00;2612668176690;21.424,49;232035348281;22.950,34;3115284281572
2009-09-23;22.362,10;2822071504970;22.502,52;2826955393212;22.599,52;2624853653171;21.513,27;233217850211;23.053,90;3130829629023
2009-09-24;22.341,89;2821921057157;22.504,54;2828961238551;22.590,79;2624970266184;21.511,88;233295535236;23.032,41;3128733102875
2009-09-25;22.190,58;2804433592265;22.364,83;2813043791236;22.448,01;2610691288773;21.379,83;231911855148;22.876,23;3109873923769
2009-09-26;22.190,58;2804433592265;22.364,83;2813043791236;22.448,01;2610691288773;21.379,83;231911855148;22.876,23;3109873923769
2009-09-27;22.190,58;2804433592265;22.364,83;2813043791236;22.448,01;2610691288773;21.379,83;231911855148;22.876,23;3109873923769
2009-09-28;22.161,53;2802643469651;22.330,14;2810854158129;22.417,76;2609496807027;21.335,36;231602489051;22.838,36;3106887194259
2009-09-29;22.267,95;2819116484502;22.423,75;2824976478980;22.516,11;2623025877898;21.423,04;232780830676;22.957,95;3125427616744
2009-09-30;22.362,26;2828393467049;22.533,72;2836940337741;22.625,95;2634374459715;21.509,11;233689666613;23.065,35;3142497046222
2009-10-01;22.450,84;2844768692964;22.643,62;2856381306378;22.733,91;2649548530722;21.578,21;229219407572;23.165,94;3165037254828
2009-10-02;22.316,41;2837936584652;22.550,47;2845826109549;22.600,39;2636702160306;21.471,54;233146606260;23.039,46;3146456820680
2009-10-03;22.316,41;2837936584652;22.550,47;2845826109549;22.600,39;2636702160306;21.471,54;233146606260;23.039,46;3146456820680
2009-10-04;22.316,41;2837936584652;22.550,47;2845826109549;22.600,39;2636702160306;21.471,54;233146606260;23.039,46;3146456820680
2009-10-05;22.209,26;2826210165332;22.402,50;2829069267234;22.517,32;2628864398487;21.342,30;231784256705;22.924,16;3131954264655
2009-10-06;22.390,45;2851263206113;22.568,58;2852572770474;22.694,56;2652371734665;21.513,46;233894816945;23.110,94;3159644860940
2009-10-07;22.662,26;2887191369355;22.853,44;2891594739215;22.967,87;2686823824514;21.784,18;237108618998;23.391,74;3199820710665
2009-10-08;22.741,30;2900309901705;22.921,91;2905123044577;23.059,15;2700561294198;21.858,92;238168775087;23.467,61;3212484933390
2009-10-09;22.893,37;2923082351818;23.071,88;2927687865563;23.208,07;2720849199115;22.011,75;239990937456;23.618,05;3235325420422
2009-10-10;22.893,37;2923082351818;23.071,88;2927687865563;23.208,07;2720849199115;22.011,75;239990937456;23.618,05;3235325420422
2009-10-11;22.893,37;2923082351818;23.071,88;2927687865563;23.208,07;2720849199115;22.011,75;239990937456;23.618,05;3235325420422
2009-10-12;22.893,37;2923082351818;23.071,88;2927687865563;23.208,07;2720849199115;22.011,75;239990937456;23.618,05;3235325420422
2009-10-13;23.106,96;2953568758110;23.314,44;2962010246785;23.418,16;2749441816060;22.195,80;242506220005;23.844,07;3269189260785
2009-10-14;23.168,83;2964995907827;23.367,16;2973163338932;23.488,81;2762305841544;22.264,41;243512957243;23.907,67;3280262073990
2009-10-15;23.465,33;3017156256341;23.656,57;3020708892521;23.778,71;2808616175053;22.532,25;242566219242;24.205,43;3323551941003
2009-10-16;23.464,58;3023762679185;23.666,69;3031823916091;23.764,62;2812010728177;22.536,39;247023878197;24.199,78;3325014585101
2009-10-17;23.464,58;3023762679185;23.666,69;3031823916091;23.764,62;2812010728177;22.536,39;247023878197;24.199,78;3325014585101
2009-10-18;23.464,58;3023762679185;23.666,69;3031823916091;23.764,62;2812010728177;22.536,39;247023878197;24.199,78;3325014585101
2009-10-19;23.326,62;3013806204862;23.529,21;3020856384041;23.638,37;2806928501855;22.424,12;246479284342;24.058,62;3320128337758
2009-10-20;23.462,71;3035267208855;23.650,79;3040826814885;23.762,45;2825832492298;22.542,91;248341935401;24.195,10;3342128975115
2009-10-21;23.323,14;3020233783307;23.530,50;3028622722806;23.612,92;2812607678009;22.423,73;247448013519;24.049,58;3324962499691
2009-10-22;23.267,85;3016699872957;23.455,03;3024962566950;23.547,49;2807336163745;22.370,25;247115294539;23.983,85;3318245480553
2009-10-23;23.147,90;3005210650982;23.322,61;3011503144278;23.425,74;2795117806500;22.271,98;246277701324;23.850,85;3303023014294
2009-10-24;23.147,90;3005210650982;23.322,61;3011503144278;23.425,74;2795117806500;22.271,98;246277701324;23.850,85;3303023014294
2009-10-25;23.147,90;3005210650982;23.322,61;3011503144278;23.425,74;2795117806500;22.271,98;246277701324;23.850,85;3303023014294
2009-10-26;23.134,33;3006114959927;23.325,57;3015264737424;23.389,32;2793895051511;22.276,99;246714255505;23.836,48;3302891595707
2009-10-27;23.045,81;2997146282669;23.258,35;3008841944547;23.302,54;2786469939973;22.201,78;246207318922;23.754,10;3293415088540
2009-10-28;22.780,81;2964788841739;23.004,79;2979081041851;23.051,47;2759002565785;21.963,48;243802757959;23.476,40;3256958111727
2009-10-29;22.266,94;2899516726993;22.507,66;2917583334342;22.553,48;2700630380221;21.518,68;239138941084;22.959,35;3186367307551
2009-10-30;22.389,92;2912281805121;22.585,90;2925077749627;22.665,83;2712510895066;21.594,81;240035013294;23.085,07;3206828648294
2009-10-31;22.389,92;2912281805121;22.585,90;2925077749627;22.665,83;2712510895066;21.594,81;240035013294;23.085,07;3206828648294
2009-11-01;22.389,92;2912281805121;22.585,90;2925077749627;22.665,83;2712510895066;21.594,81;240035013294;23.085,07;3206828648294
2009-11-02;22.239,90;2900602778821;22.491,16;2916331889665;22.517,05;2700712626745;21.490,01;233694706954;22.955,95;3196356358882
2009-11-03;22.143,88;2889397651828;22.362,07;2899351629720;22.430,13;2691218357951;21.381,08;237879764259;22.840,86;3177053556897
2009-11-04;22.061,36;2879744179424;22.270,46;2888010181830;22.356,50;2683434151804;21.296,92;237090550859;22.748,81;3165500909751
2009-11-05;22.318,15;2914473004319;22.542,53;2924713393175;22.632,69;2717848611997;21.561,86;240185449229;23.031,34;3205168030579
2009-11-06;22.419,90;2927433433280;22.632,18;2935977814240;22.753,73;2730731950691;21.666,81;241474080224;23.128,82;3218943669829
2009-11-07;22.419,90;2927433433280;22.632,18;2935977814240;22.753,73;2730731950691;21.666,81;241474080224;23.128,82;3218943669829
2009-11-08;22.419,90;2927433433280;22.632,18;2935977814240;22.753,73;2730731950691;21.666,81;241474080224;23.128,82;3218943669829
2009-11-09;22.490,57;2935916073272;22.720,65;2947828217974;22.830,45;2741407160207;21.748,45;242416203575;23.211,60;3231498853060
2009-11-10;22.757,38;2971779738631;22.984,88;2983211297259;23.114,95;2776444816650;22.025,85;245664189065;23.489,28;3271512224928
2009-11-11;22.729,07;2970363339399;22.958,22;2981346756218;23.073,32;2771722831500;22.014,90;245624824148;23.458,59;3268457347613
2009-11-12;22.732,03;2972530914576;22.966,53;2984797615894;23.087,16;2775399163867;22.028,27;245851376952;23.470,47;3270547083475
2009-11-13;22.586,50;2957151572162;22.828,25;2970630312139;22.925,21;2760972600757;21.879,70;244400748197;23.325,79;3255181455861
2009-11-14;22.586,50;2957151572162;22.828,25;2970630312139;22.925,21;2760972600757;21.879,70;244400748197;23.325,79;3255181455861
2009-11-15;22.586,50;2957151572162;22.828,25;2970630312139;22.925,21;2760972600757;21.879,70;244400748197;23.325,79;3255181455861
2009-11-16;22.559,38;2969881775440;22.750,82;2971632969454;22.909,21;2774555536495;21.841,45;239591407072;23.281,82;3260213309947
2009-11-17;22.721,42;2994990389240;22.910,50;2994872876453;23.072,37;2796005778719;22.008,91;247378212477;23.457,85;3287893753267
2009-11-18;22.643,09;2985957130352;22.819,89;2984802667544;22.981,41;2788545295408;21.934,92;246819666359;23.378,19;3277579294634
2009-11-19;22.553,10;2974518289890;22.744,32;2976381949286;22.903,18;2779876306665;21.857,86;246067128267;23.298,74;3267574476997
2009-11-20;22.447,29;2962773636269;22.656,99;2966167202665;22.788,53;2766846707929;21.746,21;244882871239;23.178,29;3251577931198
2009-11-21;22.447,29;2962773636269;22.656,99;2966167202665;22.788,53;2766846707929;21.746,21;244882871239;23.178,29;3251577931198
2009-11-22;22.447,29;2962773636269;22.656,99;2966167202665;22.788,53;2766846707929;21.746,21;244882871239;23.178,29;3251577931198
2009-11-23;22.466,18;2965928680129;22.683,76;2970376347154;22.812,70;2770248937058;21.764,43;245199108105;23.204,15;3255623048900
2009-11-24;22.528,46;2973920571583;22.727,02;2976392085184;22.878,92;2779355983796;21.827,90;245985768933;23.267,15;3264719373230
2009-11-25;22.422,21;2959721366146;22.609,51;2959527431883;22.764,76;2765189537339;21.728,20;245145615734;23.154,12;3247673736335
2009-11-26;22.530,76;2974388112430;22.713,48;2973107511142;22.888,00;2779776130548;21.829,36;246405734350;23.271,09;3262302843969
2009-11-27;22.368,69;2953455683742;22.539,17;2951071454595;22.719,71;2759585647871;21.669,02;244693042610;23.091,88;3237790790079
2009-11-28;22.368,69;2953455683742;22.539,17;2951071454595;22.719,71;2759585647871;21.669,02;244693042610;23.091,88;3237790790079
2009-11-29;22.368,69;2953455683742;22.539,17;2951071454595;22.719,71;2759585647871;21.669,02;244693042610;23.091,88;3237790790079
2009-11-30;22.108,68;2915399575477;22.295,42;2916486157714;22.474,11;2726954181865;21.427,27;241586358686;22.830,68;3202358590470
2009-12-01;22.217,36;2941365451280;22.401,42;2928977194906;22.591,21;2743747005940;21.541,45;238214001441;22.957,13;3225738744046
2009-12-02;22.572,20;2987031237235;22.734,04;2967173784721;22.957,79;2785607117001;21.876,52;247139218970;23.308,65;3268742655450
2009-12-03;22.790,36;3008545167003;22.985,35;2988281009579;23.166,88;2802118295774;22.100,66;249759246291;23.536,11;3296859802521
2009-12-04;22.884,38;3021585110771;23.097,89;3001887590326;23.268,37;2814239180534;22.200,36;250660870651;23.636,00;3310673397376
2009-12-05;22.884,38;3021585110771;23.097,89;3001887590326;23.268,37;2814239180534;22.200,36;250660870651;23.636,00;3310673397376
2009-12-06;22.884,38;3021585110771;23.097,89;3001887590326;23.268,37;2814239180534;22.200,36;250660870651;23.636,00;3310673397376
2009-12-07;22.854,48;3017409558676;23.089,76;3000637621211;23.221,08;2808688380407;22.184,98;250413899995;23.620,37;3308717895937
2009-12-08;22.854,48;3017409558676;23.089,76;3000637621211;23.221,08;2808688380407;22.184,98;250413899995;23.620,37;3308717895937
2009-12-09;22.657,20;2992995037858;22.871,59;2972846285825;23.049,26;2789296193678;21.985,31;248045305918;23.414,44;3280725664090
2009-12-10;22.540,25;2978417088481;22.749,85;2957824419646;22.913,56;2773936197518;21.847,56;246508977470;23.289,01;3263740813749
2009-12-11;22.493,35;2973983908338;22.687,68;2952331487291;22.865,95;2769334320418;21.810,17;246054514684;23.239,58;3259124987802
2009-12-12;22.493,35;2973983908338;22.687,68;2952331487291;22.865,95;2769334320418;21.810,17;246054514684;23.239,58;3259124987802
2009-12-13;22.493,35;2973983908338;22.687,68;2952331487291;22.865,95;2769334320418;21.810,17;246054514684;23.239,58;3259124987802
2009-12-14;22.621,05;2994078422030;22.814,25;2973558689753;22.994,44;2787937743470;21.937,60;247544416158;23.377,33;3281974301617
2009-12-15;22.769,45;3024978709990;22.963,51;2998163426272;23.154,61;2818703640884;22.084,70;245321187835;23.533,99;3306989345417
2009-12-16;22.746,20;3024828097163;22.952,54;3001142017146;23.121,05;2819082708548;22.059,78;249797193936;23.510,71;3306781888829
2009-12-17;22.760,63;3029080507757;22.976,28;3007377600651;23.145,86;2826526551244;22.081,73;250273080780;23.536,73;3313409902782
2009-12-18;22.506,70;2997903740272;22.750,00;2979693084108;22.890,77;2797263597515;21.852,75;248037077563;23.279,01;3281346332945
2009-12-19;22.506,70;2997903740272;22.750,00;2979693084108;22.890,77;2797263597515;21.852,75;248037077563;23.279,01;3281346332945
2009-12-20;22.506,70;2997903740272;22.750,00;2979693084108;22.890,77;2797263597515;21.852,75;248037077563;23.279,01;3281346332945
2009-12-21;22.457,57;2992475462679;22.686,28;2972461435798;22.859,43;2793917218885;21.806,12;247602674463;23.241,89;3277002647028
2009-12-22;22.512,32;3000491382412;22.758,46;2983008508538;22.937,97;2804546692688;21.858,34;248229968961;23.304,72;3285902247347
2009-12-23;22.610,87;3013651434804;22.865,09;2997805038220;23.033,44;2816767015973;21.943,30;249232405367;23.403,47;3300481163234
2009-12-24;22.763,38;3034198152189;23.016,51;3019125480865;23.200,73;2838515258468;22.084,76;250860864233;23.565,67;3324059773559
2009-12-25;22.763,38;3034198152189;23.016,51;3019125480865;23.200,73;2838515258468;22.084,76;250860864233;23.565,67;3324059773559
2009-12-26;22.763,38;3034198152189;23.016,51;3019125480865;23.200,73;2838515258468;22.084,76;250860864233;23.565,67;3324059773559
2009-12-27;22.763,38;3034198152189;23.016,51;3019125480865;23.200,73;2838515258468;22.084,76;250860864233;23.565,67;3324059773559
2009-12-28;22.812,24;3041939922426;23.049,23;3023882956191;23.252,64;2845336600630;22.131,50;251484641007;23.608,95;3331324690141
2009-12-29;22.934,98;3059147873754;23.190,84;3043163162162;23.368,67;2860807764836;22.244,77;252743532678;23.740,43;3350753482022
2009-12-30;23.005,27;3062271309606;23.263,20;3048878790761;23.426,72;2864242420419;22.308,25;253171180681;23.807,08;3361420375738
2009-12-31;23.050,39;3068119298249;23.290,37;3054551245858;23.467,49;2870208465093;22.353,75;253686538209;23.850,87;3367550801188

Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2010-01-01;23.050,39;3068119298249;23.290,37;3054551245858;23.467,49;2870208465093;22.353,75;253686538209;23.850,87;3367550801188
2010-01-02;23.050,39;3068119298249;23.290,37;3054551245858;23.467,49;2870208465093;22.353,75;253686538209;23.850,87;3367550801188
2010-01-03;23.050,39;3068119298249;23.290,37;3054551245858;23.467,49;2870208465093;22.353,75;253686538209;23.850,87;3367550801188
2010-01-04;23.116,59;3076816585250;23.371,30;3065621588322;23.495,44;2873852004980;22.417,57;254474290387;23.916,83;3377682424414
2010-01-05;23.357,23;3108173192746;23.591,11;3094608024503;23.790,69;2909272151371;22.648,63;251602925564;24.166,18;3422516986239
2010-01-06;23.575,41;3138332313861;23.828,55;3125596213379;23.958,11;2930833419239;22.841,28;253817794566;24.374,61;3451756094858
2010-01-07;23.567,63;3139905755284;23.805,59;3123965470261;23.962,90;2931240719185;22.824,52;259607994337;24.360,16;3450099708476
2010-01-08;23.468,98;3130404919766;23.711,33;3112859075052;23.887,29;2923138356251;22.739,91;258660511158;24.263,02;3437727615214
2010-01-09;23.468,98;3130404919766;23.711,33;3112859075052;23.887,29;2923138356251;22.739,91;258660511158;24.263,02;3437727615214
2010-01-10;23.468,98;3130404919766;23.711,33;3112859075052;23.887,29;2923138356251;22.739,91;258660511158;24.263,02;3437727615214
2010-01-11;23.530,77;3139986863943;23.750,31;3119809764884;23.960,71;2935189016492;22.803,88;259502608856;24.331,53;3449216860347
2010-01-12;23.624,77;3153384857485;23.845,90;3133707123797;24.028,35;2945548449181;22.885,84;260459389632;24.423,12;3463283776843
2010-01-13;23.512,05;3140064777075;23.725,22;3122550993718;23.903,72;2935708108126;22.780,16;259531181623;24.296,17;3447141107169
2010-01-14;23.454,72;3136134739208;23.656,12;3117723967542;23.879,57;2937071509549;22.734,01;259409647457;24.242,88;3444194590253
2010-01-15;23.561,03;3163180103890;23.757,83;3145684993132;23.974,88;2954987333494;22.811,63;260157830395;24.340,85;3454982563913
2010-01-16;23.561,03;3163180103890;23.757,83;3145684993132;23.974,88;2954987333494;22.811,63;260157830395;24.340,85;3454982563913
2010-01-17;23.561,03;3163180103890;23.757,83;3145684993132;23.974,88;2954987333494;22.811,63;260157830395;24.340,85;3454982563913
2010-01-18;23.439,06;3155274346505;23.646,07;3136245726844;23.818,94;2943020078890;22.700,35;259516043687;24.211,04;3447207594587
2010-01-19;23.431,15;3156800504704;23.630,95;3136214109665;23.832,66;2946722771358;22.701,43;259748050673;24.204,81;3448309913980
2010-01-20;23.514,18;3170078105436;23.714,50;3148947313562;23.931,91;2961299787425;22.780,39;260690136652;24.295,76;3462810547107
2010-01-21;23.382,78;3153385429274;23.612,88;3137168046981;23.742,77;2938220353398;22.627,49;259007270486;24.145,10;3441385522556
2010-01-22;23.143,13;3122954664207;23.379,64;3109259130224;23.512,33;2911281799368;22.391,74;256433148014;23.885,91;3404033749020
2010-01-23;23.143,13;3122954664207;23.379,64;3109259130224;23.512,33;2911281799368;22.391,74;256433148014;23.885,91;3404033749020
2010-01-24;23.143,13;3122954664207;23.379,64;3109259130224;23.512,33;2911281799368;22.391,74;256433148014;23.885,91;3404033749020
2010-01-25;22.914,08;3094347567164;23.146,94;3080734307933;23.281,18;2883555226557;22.159,34;253824607528;23.647,93;3373084288991
2010-01-26;22.919,68;3097940192143;23.148,33;3083081243965;23.301,13;2888098550217;22.168,05;254068597308;23.661,05;3376139466232
2010-01-27;22.758,28;3078512045227;22.983,46;3061629127451;23.143,34;2870420457738;21.990,43;252133652465;23.466,62;3350685705868
2010-01-28;22.765,17;3079653864933;22.997,37;3064709443134;23.147,19;2870766081258;21.966,81;252022556122;23.483,55;3353427613754
2010-01-29;22.923,30;3098261941378;23.163,19;3083403869100;23.275,83;2883491120265;22.070,82;252964114399;23.648,06;3378203699648
2010-01-30;22.923,30;3098261941378;23.163,19;3083403869100;23.275,83;2883491120265;22.070,82;252964114399;23.648,06;3378203699648
2010-01-31;22.923,30;3098261941378;23.163,19;3083403869100;23.275,83;2883491120265;22.070,82;252964114399;23.648,06;3378203699648
2010-02-01;22.696,90;3060755488385;22.958,54;3060143859440;23.083,40;2861228130861;21.915,63;247186610395;23.438,51;3362100712378
2010-02-02;22.881,08;3087182685670;23.093,75;3078420321895;23.295,50;2888110397565;22.050,75;248862489616;23.625,16;3383466116804
2010-02-03;23.097,38;3116374379143;23.318,60;3108547067230;23.482,19;2911996948933;22.246,17;255585421456;23.841,74;3415231089870
2010-02-04;23.327,08;3148009726102;23.546,74;3139899020584;23.688,37;2938365243901;22.420,33;257683076391;24.053,96;3446072778308
2010-02-05;23.033,31;3110343018158;23.248,20;3101795430129;23.324,11;2894479207213;22.062,85;253660230359;23.707,38;3397243697846
2010-02-06;23.033,31;3110343018158;23.248,20;3101795430129;23.324,11;2894479207213;22.062,85;253660230359;23.707,38;3397243697846
2010-02-07;23.033,31;3110343018158;23.248,20;3101795430129;23.324,11;2894479207213;22.062,85;253660230359;23.707,38;3397243697846
2010-02-08;22.508,21;3040885105420;22.726,66;3033171169426;22.832,71;2834804281583;21.593,92;248371955494;23.188,50;3324811387378
2010-02-09;22.411,03;3028828823074;22.642,12;3022676206061;22.733,85;2823796038500;21.517,02;247597540226;23.097,53;3312650045983
2010-02-10;22.665,69;3063551095011;22.879,72;3053919350191;23.030,32;2859487688543;21.763,60;250556389356;23.378,17;3351992032373
2010-02-11;22.635,73;3057051436528;22.886,87;3052049444579;22.999,06;2853010506686;21.774,90;250825971008;23.368,41;3349719163049
2010-02-12;22.740,67;3072271553838;22.986,16;3068366085073;23.136,86;2869293465534;21.891,92;252298371234;23.492,68;3366746652607
2010-02-13;22.740,67;3072271553838;22.986,16;3068366085073;23.136,86;2869293465534;21.891,92;252298371234;23.492,68;3366746652607
2010-02-14;22.740,67;3072271553838;22.986,16;3068366085073;23.136,86;2869293465534;21.891,92;252298371234;23.492,68;3366746652607
2010-02-15;22.646,63;3071471583809;22.937,83;3073357749974;23.063,45;2869930581411;21.842,87;248578119447;23.426,14;3364647916899
2010-02-16;22.584,47;3065058482212;22.912,73;3072372600590;23.034,04;2870421304912;21.828,56;254622080149;23.387,06;3359158356267
2010-02-17;22.822,35;3098743302474;23.121,89;3103050627857;23.312,64;2907784922895;22.038,20;257230451586;23.633,36;3396740810533
2010-02-18;23.048,58;3130526980891;23.355,57;3134302586005;23.503,84;2932506414710;22.242,52;259787694467;23.857,12;3430970654763
2010-02-19;23.181,65;3149511141732;23.449,65;3147553835877;23.634,36;2949945002510;22.324,36;260787929159;23.959,22;3446534912392
2010-02-20;23.181,65;3149511141732;23.449,65;3147553835877;23.634,36;2949945002510;22.324,36;260787929159;23.959,22;3446534912392
2010-02-21;23.181,65;3149511141732;23.449,65;3147553835877;23.634,36;2949945002510;22.324,36;260787929159;23.959,22;3446534912392
2010-02-22;23.139,57;3144865547750;23.404,73;3142190384844;23.599,45;2946885677358;22.275,60;260219881102;23.912,04;3440515737961
2010-02-23;23.137,21;3145081354369;23.439,53;3147813763624;23.598,16;2947481704726;22.307,45;260835267887;23.940,80;3445460551920
2010-02-24;22.967,33;3122426367871;23.283,76;3127426616162;23.397,15;2922975793684;22.152,14;258990058197;23.761,41;3419803134756
2010-02-25;22.965,30;3123134862131;23.254,95;3124732117463;23.435,88;2929491749145;22.137,94;258929116216;23.760,51;3420888411116
2010-02-26;22.798,45;3096649347091;23.086,57;3098450616527;23.244,69;2900529640464;21.989,00;256909801110;23.590,51;3397635938802
2010-02-27;22.798,45;3096649347091;23.086,57;3098450616527;23.244,69;2900529640464;21.989,00;256909801110;23.590,51;3397635938802
2010-02-28;22.798,45;3096649347091;23.086,57;3098450616527;23.244,69;2900529640464;21.989,00;256909801110;23.590,51;3397635938802
2010-03-01;22.923,71;3109747469798;23.225,63;3118470754476;23.404,17;2923625570954;22.125,75;254833206715;23.732,35;3425890387534
2010-03-02;23.014,36;3123203085939;23.319,71;3131505505325;23.516,07;2938168439350;22.221,82;256012406333;23.829,10;3435182963629
