Date,Open,High,Low,Close,Volume
2003-03-16,10033,10033,10033,10033,0
2003-03-17,10033,10078,10033,10078,0
2003-03-18,10078,10125,10078,10125,0
2003-03-19,10125,10136,10125,10136,0
2003-03-20,10136,10228,10136,10228,0
2003-03-21,10228,10285,10228,10285,0
2003-03-22,10285,10285,10285,10285,0
2003-03-23,10285,10285,10285,10285,0
2003-03-24,10285,10285,10259,10259,0
2003-03-25,10259,10327,10259,10327,0
2003-03-26,10327,10327,10210,10210,0
2003-03-27,10210,10221,10210,10221,0
2003-03-28,10221,10243,10221,10243,0
2003-03-29,10243,10243,10243,10243,0
2003-03-30,10243,10243,10243,10243,0
2003-03-31,10243,10243,10206,10206,0
2003-04-01,10206,10221,10206,10221,0
2003-04-02,10221,10221,10146,10146,0
2003-04-03,10146,10146,10113,10113,0
2003-04-04,10113,10210,10113,10210,0
2003-04-05,10210,10210,10210,10210,0
2003-04-06,10210,10210,10210,10210,0
2003-04-07,10210,10241,10210,10241,0
2003-04-08,10241,10265,10241,10265,0
2003-04-09,10265,10346,10265,10346,0
2003-04-10,10346,10346,10345,10345,0
2003-04-11,10345,10375,10345,10375,0
2003-04-12,10375,10375,10375,10375,0
2003-04-13,10375,10375,10375,10375,0
2003-04-14,10375,10375,10370,10370,0
2003-04-15,10370,10400,10370,10400,0
2003-04-16,10400,10475,10400,10475,0
2003-04-17,10475,10533,10475,10533,0
2003-04-18,10533,10533,10533,10533,0
2003-04-19,10533,10533,10533,10533,0
2003-04-20,10533,10533,10533,10533,0
2003-04-21,10533,10533,10527,10527,0
2003-04-22,10527,10576,10527,10576,0
2003-04-23,10576,10619,10576,10619,0
2003-04-24,10619,10649,10619,10649,0
2003-04-25,10649,10718,10649,10718,0
2003-04-26,10718,10718,10718,10718,0
2003-04-27,10718,10718,10718,10718,0
2003-04-28,10718,10729,10718,10729,0
2003-04-29,10729,10729,10677,10677,0
2003-04-30,10677,10757,10677,10757,0
2003-05-01,10757,10757,10757,10757,0
2003-05-02,10757,10847,10757,10847,0
2003-05-03,10847,10847,10847,10847,0
2003-05-04,10847,10847,10847,10847,0
2003-05-05,10847,10889,10847,10889,0
2003-05-06,10889,10965,10889,10965,0
2003-05-07,10965,11038,10965,11038,0
2003-05-08,11038,11038,11010,11010,0
2003-05-09,11010,11011,11010,11011,0
2003-05-10,11011,11011,11011,11011,0
2003-05-11,11011,11011,11011,11011,0
2003-05-12,11011,11011,11003,11003,0
2003-05-13,11003,11094,11003,11094,0
2003-05-14,11094,11156,11094,11156,0
2003-05-15,11156,11201,11156,11201,0
2003-05-16,11201,11250,11201,11250,0
2003-05-17,11250,11250,11250,11250,0
2003-05-18,11250,11250,11250,11250,0
2003-05-19,11250,11273,11250,11273,0
2003-05-20,11273,11273,11221,11221,0
2003-05-21,11221,11221,11221,11221,0
2003-05-22,11221,11221,11113,11113,0
2003-05-23,11113,11113,11077,11077,0
2003-05-24,11077,11077,11077,11077,0
2003-05-25,11077,11077,11077,11077,0
2003-05-26,11077,11169,11077,11169,0
2003-05-27,11169,11218,11169,11218,0
2003-05-28,11218,11220,11218,11220,0
2003-05-29,11220,11325,11220,11325,0
2003-05-30,11325,11383,11325,11383,0
2003-05-31,11383,11383,11383,11383,0
2003-06-01,11383,11383,11383,11383,0
2003-06-02,11383,11433,11383,11433,0
2003-06-03,11433,11457,11433,11457,0
2003-06-04,11457,11529,11457,11529,0
2003-06-05,11529,11529,11512,11512,0
2003-06-06,11512,11620,11512,11620,0
2003-06-07,11620,11620,11620,11620,0
2003-06-08,11620,11620,11620,11620,0
2003-06-09,11620,11622,11620,11622,0
2003-06-10,11622,11724,11622,11724,0
2003-06-11,11724,11724,11698,11698,0
2003-06-12,11698,11703,11698,11703,0
2003-06-13,11703,11704,11703,11704,0
2003-06-14,11704,11704,11704,11704,0
2003-06-15,11704,11704,11704,11704,0
2003-06-16,11704,11704,11704,11704,0
2003-06-17,11704,11766,11704,11766,0
2003-06-18,11766,11799,11766,11799,0
2003-06-19,11799,11811,11799,11811,0
2003-06-20,11811,11811,11783,11783,0
2003-06-21,11783,11783,11783,11783,0
2003-06-22,11783,11783,11783,11783,0
2003-06-23,11783,11783,11687,11687,0
2003-06-24,11687,11687,11656,11656,0
2003-06-25,11656,11656,11522,11522,0
2003-06-26,11522,11522,11501,11501,0
2003-06-27,11501,11501,11483,11483,0
2003-06-28,11483,11483,11483,11483,0
2003-06-29,11483,11483,11483,11483,0
2003-06-30,11483,11483,11449,11449,0
2003-07-01,11449,11501,11449,11501,0
2003-07-02,11501,11501,11501,11501,0
2003-07-03,11501,11559,11501,11559,0
2003-07-04,11559,11638,11559,11638,0
2003-07-05,11638,11638,11638,11638,0
2003-07-06,11638,11638,11638,11638,0
2003-07-07,11638,11648,11638,11648,0
2003-07-08,11648,11667,11648,11667,0
2003-07-09,11667,11803,11667,11803,0
2003-07-10,11803,11803,11802,11802,0
2003-07-11,11802,11802,11782,11782,0
2003-07-12,11782,11782,11782,11782,0
2003-07-13,11782,11782,11782,11782,0
2003-07-14,11782,11782,11714,11714,0
2003-07-15,11714,11758,11714,11758,0
2003-07-16,11758,11765,11758,11765,0
2003-07-17,11765,11765,11749,11749,0
2003-07-18,11749,11749,11687,11687,0
2003-07-19,11687,11687,11687,11687,0
2003-07-20,11687,11687,11687,11687,0
2003-07-21,11687,11687,11661,11661,0
2003-07-22,11661,11681,11661,11681,0
2003-07-23,11681,11681,11673,11673,0
2003-07-24,11673,11778,11673,11778,0
2003-07-25,11778,11785,11778,11785,0
2003-07-26,11785,11785,11785,11785,0
2003-07-27,11785,11785,11785,11785,0
2003-07-28,11785,11830,11785,11830,0
2003-07-29,11830,11874,11830,11874,0
2003-07-30,11874,11928,11874,11928,0
2003-07-31,11928,11928,11917,11917,0
2003-08-01,11917,11917,11894,11894,0
2003-08-02,11894,11894,11894,11894,0
2003-08-03,11894,11894,11894,11894,0
2003-08-04,11894,11962,11894,11962,0
2003-08-05,11962,12009,11962,12009,0
2003-08-06,12009,12009,11938,11938,0
2003-08-07,11938,11938,11854,11854,0
2003-08-08,11854,11854,11850,11850,0
2003-08-09,11850,11850,11850,11850,0
2003-08-10,11850,11850,11850,11850,0
2003-08-11,11850,11867,11850,11867,0
2003-08-12,11867,11952,11867,11952,0
2003-08-13,11952,12023,11952,12023,0
2003-08-14,12023,12104,12023,12104,0
2003-08-15,12104,12104,12104,12104,0
2003-08-16,12104,12104,12104,12104,0
2003-08-17,12104,12104,12104,12104,0
2003-08-18,12104,12146,12104,12146,0
2003-08-19,12146,12230,12146,12230,0
2003-08-20,12230,12314,12230,12314,0
2003-08-21,12314,12322,12314,12322,0
2003-08-22,12322,12322,12303,12303,0
2003-08-23,12303,12303,12303,12303,0
2003-08-24,12303,12303,12303,12303,0
2003-08-25,12303,12318,12303,12318,0
2003-08-26,12318,12318,12275,12275,0
2003-08-27,12275,12275,12211,12211,0
2003-08-28,12211,12226,12211,12226,0
2003-08-29,12226,12277,12226,12277,0
2003-08-30,12277,12277,12277,12277,0
2003-08-31,12277,12277,12277,12277,0
2003-09-01,12277,12327,12277,12327,0
2003-09-02,12327,12385,12327,12385,0
2003-09-03,12385,12385,12365,12365,0
2003-09-04,12365,12398,12365,12398,0
2003-09-05,12398,12398,12373,12373,0
2003-09-06,12373,12373,12373,12373,0
2003-09-07,12373,12373,12373,12373,0
2003-09-08,12373,12373,12363,12363,0
2003-09-09,12363,12381,12363,12381,0
2003-09-10,12381,12444,12381,12444,0
2003-09-11,12444,12444,12371,12371,0
2003-09-12,12371,12371,12272,12272,0
2003-09-13,12272,12272,12272,12272,0
2003-09-14,12272,12272,12272,12272,0
2003-09-15,12272,12301,12272,12301,0
2003-09-16,12301,12301,12293,12293,0
2003-09-17,12293,12293,12264,12264,0
2003-09-18,12264,12264,12264,12264,0
2003-09-19,12264,12264,12264,12264,0
2003-09-20,12264,12264,12264,12264,0
2003-09-21,12264,12264,12264,12264,0
2003-09-22,12264,12347,12264,12347,0
2003-09-23,12347,12347,12307,12307,0
2003-09-24,12307,12307,12260,12260,0
2003-09-25,12260,12363,12260,12363,0
2003-09-26,12363,12363,12343,12343,0
2003-09-27,12343,12343,12343,12343,0
2003-09-28,12343,12343,12343,12343,0
2003-09-29,12343,12380,12343,12380,0
2003-09-30,12380,12380,12378,12378,0
2003-10-01,12378,12378,12355,12355,0
2003-10-02,12355,12373,12355,12373,0
2003-10-03,12373,12550,12373,12550,0
2003-10-04,12550,12550,12550,12550,0
2003-10-05,12550,12550,12550,12550,0
2003-10-06,12550,12560,12550,12560,0
2003-10-07,12560,12687,12560,12687,0
2003-10-08,12687,12687,12661,12661,0
2003-10-09,12661,12661,12644,12644,0
2003-10-10,12644,12730,12644,12730,0
2003-10-11,12730,12730,12730,12730,0
2003-10-12,12730,12730,12730,12730,0
2003-10-13,12730,12803,12730,12803,0
2003-10-14,12803,12842,12803,12842,0
2003-10-15,12842,12900,12842,12900,0
2003-10-16,12900,13011,12900,13011,0
2003-10-17,13011,13011,12955,12955,0
2003-10-18,12955,12955,12955,12955,0
2003-10-19,12955,12955,12955,12955,0
2003-10-20,12955,13045,12955,13045,0
2003-10-21,13045,13045,12983,12983,0
2003-10-22,12983,13052,12983,13052,0
2003-10-23,13052,13052,13048,13048,0
2003-10-24,13048,13048,12880,12880,0
2003-10-25,12880,12880,12880,12880,0
2003-10-26,12880,12880,12880,12880,0
2003-10-27,12880,12880,12841,12841,0
2003-10-28,12841,12841,12841,12841,0
2003-10-29,12841,12844,12841,12844,0
2003-10-30,12844,12910,12844,12910,0
2003-10-31,12910,12910,12836,12836,0
2003-11-01,12836,12836,12836,12836,0
2003-11-02,12836,12836,12836,12836,0
2003-11-03,12836,12842,12836,12842,0
2003-11-04,12842,12842,12796,12796,0
2003-11-05,12796,12821,12796,12821,0
2003-11-06,12821,12821,12787,12787,0
2003-11-07,12787,12787,12731,12731,0
2003-11-08,12731,12731,12731,12731,0
2003-11-09,12731,12731,12731,12731,0
2003-11-10,12731,12731,12619,12619,0
2003-11-11,12619,12619,12605,12605,0
2003-11-12,12605,12624,12605,12624,0
2003-11-13,12624,12633,12624,12633,0
2003-11-14,12633,12704,12633,12704,0
2003-11-15,12704,12704,12704,12704,0
2003-11-16,12704,12704,12704,12704,0
2003-11-17,12704,12740,12704,12740,0
2003-11-18,12740,12740,12682,12682,0
2003-11-19,12682,12682,12677,12677,0
2003-11-20,12677,12677,12597,12597,0
2003-11-21,12597,12597,12512,12512,0
2003-11-22,12512,12512,12512,12512,0
2003-11-23,12512,12512,12512,12512,0
2003-11-24,12512,12512,12462,12462,0
2003-11-25,12462,12462,12454,12454,0
2003-11-26,12454,12509,12454,12509,0
2003-11-27,12509,12615,12509,12615,0
2003-11-28,12615,12636,12615,12636,0
2003-11-29,12636,12636,12636,12636,0
2003-11-30,12636,12636,12636,12636,0
2003-12-01,12636,12644,12636,12644,0
2003-12-02,12644,12688,12644,12688,0
2003-12-03,12688,12797,12688,12797,0
2003-12-04,12797,12797,12748,12748,0
2003-12-05,12748,12794,12748,12794,0
2003-12-06,12794,12794,12794,12794,0
2003-12-07,12794,12794,12794,12794,0
2003-12-08,12794,12794,12794,12794,0
2003-12-09,12794,12843,12794,12843,0
2003-12-10,12843,12843,12763,12763,0
2003-12-11,12763,12776,12763,12776,0
2003-12-12,12776,12776,12675,12675,0
2003-12-13,12675,12675,12675,12675,0
2003-12-14,12675,12675,12675,12675,0
2003-12-15,12675,12752,12675,12752,0
2003-12-16,12752,12769,12752,12769,0
2003-12-17,12769,12808,12769,12808,0
2003-12-18,12808,12808,12752,12752,0
2003-12-19,12752,12752,12736,12736,0
2003-12-20,12736,12736,12736,12736,0
2003-12-21,12736,12736,12736,12736,0
2003-12-22,12736,12741,12736,12741,0
2003-12-23,12741,12785,12741,12785,0
2003-12-24,12785,12859,12785,12859,0
2003-12-25,12859,12859,12859,12859,0
2003-12-26,12859,12871,12859,12871,0
2003-12-27,12871,12871,12871,12871,0
2003-12-28,12871,12871,12871,12871,0
2003-12-29,12871,12871,12862,12862,0
2003-12-30,12862,12978,12862,12978,0
2003-12-31,12978,13008,12978,13008,0
2004-01-01,13008,13008,13008,13008,0
2004-01-02,13008,13008,12995,12995,0
2004-01-03,12995,12995,12995,12995,0
2004-01-04,12995,12995,12995,12995,0
2004-01-05,12995,12995,12986,12986,0
2004-01-06,12986,13014,12986,13014,0
2004-01-07,13014,13014,13008,13008,0
2004-01-08,13008,13101,13008,13101,0
2004-01-09,13101,13103,13101,13103,0
2004-01-10,13103,13103,13103,13103,0
2004-01-11,13103,13103,13103,13103,0
2004-01-12,13103,13103,13085,13085,0
2004-01-13,13085,13142,13085,13142,0
2004-01-14,13142,13203,13142,13203,0
2004-01-15,13203,13246,13203,13246,0
2004-01-16,13246,13246,13157,13157,0
2004-01-17,13157,13157,13157,13157,0
2004-01-18,13157,13157,13157,13157,0
2004-01-19,13157,13214,13157,13214,0
2004-01-20,13214,13214,13112,13112,0
2004-01-21,13112,13129,13112,13129,0
2004-01-22,13129,13162,13129,13162,0
2004-01-23,13162,13226,13162,13226,0
2004-01-24,13226,13226,13226,13226,0
2004-01-25,13226,13226,13226,13226,0
2004-01-26,13226,13302,13226,13302,0
2004-01-27,13302,13302,13300,13300,0
2004-01-28,13300,13300,13271,13271,0
2004-01-29,13271,13351,13271,13351,0
2004-01-30,13351,13351,13320,13320,0
2004-01-31,13320,13320,13320,13320,0
2004-02-01,13320,13320,13320,13320,0
2004-02-02,13320,13320,13112,13112,0
2004-02-03,13112,13112,12958,12958,0
2004-02-04,12958,13122,12958,13122,0
2004-02-05,13122,13163,13122,13163,0
2004-02-06,13163,13163,13160,13160,0
2004-02-07,13160,13160,13160,13160,0
2004-02-08,13160,13160,13160,13160,0
2004-02-09,13160,13188,13160,13188,0
2004-02-10,13188,13188,13106,13106,0
2004-02-11,13106,13204,13106,13204,0
2004-02-12,13204,13265,13204,13265,0
2004-02-13,13265,13265,13256,13256,0
2004-02-14,13256,13256,13256,13256,0
2004-02-15,13256,13256,13256,13256,0
2004-02-16,13256,13301,13256,13301,0
2004-02-17,13301,13376,13301,13376,0
2004-02-18,13376,13376,13321,13321,0
2004-02-19,13321,13459,13321,13459,0
2004-02-20,13459,13616,13459,13616,0
2004-02-21,13616,13616,13616,13616,0
2004-02-22,13616,13616,13616,13616,0
2004-02-23,13616,13616,13523,13523,0
2004-02-24,13523,13523,13505,13505,0
2004-02-25,13505,13560,13505,13560,0
2004-02-26,13560,13560,13433,13433,0
2004-02-27,13433,13540,13433,13540,0
2004-02-28,13540,13540,13540,13540,0
2004-02-29,13540,13540,13540,13540,0
2004-03-01,13540,13540,13531,13531,0
2004-03-02,13531,13544,13531,13544,0
2004-03-03,13544,13658,13544,13658,0
2004-03-04,13658,13792,13658,13792,0
2004-03-05,13792,13792,13745,13745,0
2004-03-06,13745,13745,13745,13745,0
2004-03-07,13745,13745,13745,13745,0
2004-03-08,13745,13745,13656,13656,0
2004-03-09,13656,13669,13656,13669,0
2004-03-10,13669,13669,13648,13648,0
2004-03-11,13648,13696,13648,13696,0
2004-03-12,13696,13696,13554,13554,0
2004-03-13,13554,13554,13554,13554,0
2004-03-14,13554,13554,13554,13554,0
2004-03-15,13554,13554,13411,13411,0
2004-03-16,13411,13455,13411,13455,0
2004-03-17,13455,13455,13384,13384,0
2004-03-18,13384,13429,13384,13429,0
2004-03-19,13429,13450,13429,13450,0
2004-03-20,13450,13450,13450,13450,0
2004-03-21,13450,13450,13450,13450,0
2004-03-22,13450,13515,13450,13515,0
2004-03-23,13515,13515,13444,13444,0
2004-03-24,13444,13444,13370,13370,0
2004-03-25,13370,13370,13342,13342,0
2004-03-26,13342,13342,13302,13302,0
2004-03-27,13302,13302,13302,13302,0
2004-03-28,13302,13302,13302,13302,0
2004-03-29,13302,13415,13302,13415,0
2004-03-30,13415,13478,13415,13478,0
2004-03-31,13478,13599,13478,13599,0
2004-04-01,13599,13599,13572,13572,0
2004-04-02,13572,13604,13572,13604,0
2004-04-03,13604,13604,13604,13604,0
2004-04-04,13604,13604,13604,13604,0
2004-04-05,13604,13683,13604,13683,0
2004-04-06,13683,13729,13683,13729,0
2004-04-07,13729,13799,13729,13799,0
2004-04-08,13799,13840,13799,13840,0
2004-04-09,13840,13840,13840,13840,0
2004-04-10,13840,13840,13840,13840,0
2004-04-11,13840,13840,13840,13840,0
2004-04-12,13840,13840,13720,13720,0
2004-04-13,13720,13728,13720,13728,0
2004-04-14,13728,13728,13696,13696,0
2004-04-15,13696,13724,13696,13724,0
2004-04-16,13724,13724,13599,13599,0
2004-04-17,13599,13599,13599,13599,0
2004-04-18,13599,13599,13599,13599,0
2004-04-19,13599,13599,13499,13499,0
2004-04-20,13499,13506,13499,13506,0
2004-04-21,13506,13527,13506,13527,0
2004-04-22,13527,13527,13502,13502,0
2004-04-23,13502,13532,13502,13532,0
2004-04-24,13532,13532,13532,13532,0
2004-04-25,13532,13532,13532,13532,0
2004-04-26,13532,13545,13532,13545,0
2004-04-27,13545,13568,13545,13568,0
2004-04-28,13568,13635,13568,13635,0
2004-04-29,13635,13635,13622,13622,0
2004-04-30,13622,13622,13510,13510,0
2004-05-01,13510,13510,13510,13510,0
2004-05-02,13510,13510,13510,13510,0
2004-05-03,13510,13510,13362,13362,0
2004-05-04,13362,13362,13279,13279,0
2004-05-05,13279,13296,13279,13296,0
2004-05-06,13296,13419,13296,13419,0
2004-05-07,13419,13482,13419,13482,0
2004-05-08,13482,13482,13482,13482,0
2004-05-09,13482,13482,13482,13482,0
2004-05-10,13482,13482,13367,13367,0
2004-05-11,13367,13367,13212,13212,0
2004-05-12,13212,13212,12917,12917,0
2004-05-13,12917,13040,12917,13040,0
2004-05-14,13040,13040,13026,13026,0
2004-05-15,13026,13026,13026,13026,0
2004-05-16,13026,13026,13026,13026,0
2004-05-17,13026,13026,12940,12940,0
2004-05-18,12940,12957,12940,12957,0
2004-05-19,12957,12957,12780,12780,0
2004-05-20,12780,12905,12780,12905,0
2004-05-21,12905,12905,12905,12905,0
2004-05-22,12905,12905,12905,12905,0
2004-05-23,12905,12905,12905,12905,0
2004-05-24,12905,13093,12905,13093,0
2004-05-25,13093,13093,13021,13021,0
2004-05-26,13021,13079,13021,13079,0
